Name,Financial Status,Paid at,Currency,Subtotal,Shipping,Taxes,Total,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Cancelled at,Payment Method,Refunded Amount,Outstanding Balance,Id,Tags,Source,Lineitem discount
#1626,,,,,,,,,,2026-03-08 09:57:18 -0400,1,5.19,15.99,GPTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1626,,,,,,,,,,2026-03-08 09:57:18 -0400,1,11.99,19.99,AP_BN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1626,,,,,,,,,,2026-03-08 09:57:18 -0400,1,21.66,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1626,,,,,,,,,,2026-03-08 09:57:18 -0400,1,11.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1626,,,,,,,,,,2026-03-08 09:57:18 -0400,1,25.89,46.99,AB_Set5,TRUE,TRUE,,,,,,,,,,,,0.00
#1625,paid,2026-03-08 08:24:36 -0400,USD,36.83,6.50,0.00,43.33,6.49,Economy,2026-03-08 08:24:34 -0400,2,21.66,33.32,AP_AF04,TRUE,TRUE,Richmond,'77469,TX,US,,Shopify Payments,0.00,0.00,7191698276662,,web,0.00
#1624,paid,2026-03-08 03:46:39 -0400,USD,49.64,6.50,0.00,56.14,5.51,Economy,2026-03-08 03:46:39 -0400,1,20.78,31.98,CB_GPB15_GPW15,TRUE,TRUE,Honolulu,'96814,HI,US,,Shopify Payments,0.00,0.00,7191391109430,,web,0.00
#1624,,,,,,,,,,2026-03-08 03:46:39 -0400,1,10.39,15.99,GPTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1624,,,,,,,,,,2026-03-08 03:46:39 -0400,1,11.99,19.99,AP_AF02,TRUE,TRUE,,,,,,,,,,,,0.00
#1624,,,,,,,,,,2026-03-08 03:46:39 -0400,1,11.99,19.99,AP_BN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1623,paid,2026-03-08 01:48:12 -0500,USD,30.58,6.50,0.00,37.08,5.39,Economy,2026-03-08 01:48:11 -0500,1,11.99,19.99,AP_EP02,TRUE,TRUE,Raleigh,'27610,NC,US,,Shopify Payments,0.00,0.00,7191323967798,,web,0.00
#1623,,,,,,,,,,2026-03-08 01:48:11 -0500,1,11.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1623,,,,,,,,,,2026-03-08 01:48:11 -0500,1,11.99,19.99,AP_AF02,TRUE,TRUE,,,,,,,,,,,,0.00
#1622,paid,2026-03-08 01:46:47 -0500,USD,75.54,0.00,0.00,75.54,8.39,Economy,2026-03-08 01:46:47 -0500,1,83.93,159.92,CB_AP_FULL02,TRUE,TRUE,Lakeport,'95453,CA,US,,Shopify Payments,0.00,0.00,7191322558774,,web,0.00
#1621,paid,2026-03-08 01:22:36 -0500,USD,142.69,0.00,0.00,142.69,25.17,Economy,2026-03-08 01:22:34 -0500,2,83.93,159.92,CB_AP_FULL02,TRUE,TRUE,Plantation,'33322,FL,US,,Shopify Payments,0.00,0.00,7191295885622,,web,0.00
#1620,paid,2026-03-08 00:52:25 -0500,USD,96.31,0.00,0.00,96.31,16.99,Economy,2026-03-08 00:52:23 -0500,1,10.39,15.99,GPTC15,TRUE,TRUE,Spring,'77388,TX,US,,Shopify Payments,0.00,0.00,7191266033974,,web,0.00
#1620,,,,,,,,,,2026-03-08 00:52:23 -0500,1,10.39,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1620,,,,,,,,,,2026-03-08 00:52:23 -0500,2,10.39,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1620,,,,,,,,,,2026-03-08 00:52:23 -0500,2,10.39,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1620,,,,,,,,,,2026-03-08 00:52:23 -0500,2,17.99,29.99,TO_6LSBF,TRUE,TRUE,,,,,,,,,,,,0.00
#1620,,,,,,,,,,2026-03-08 00:52:23 -0500,2,7.49,9.99,TO_SDDB,TRUE,TRUE,,,,,,,,,,,,0.00
#1619,paid,2026-03-07 22:56:22 -0500,USD,89.20,0.00,0.00,89.20,15.73,Economy,2026-03-07 22:56:21 -0500,1,104.93,159.92,CB_AP_FULL02,TRUE,TRUE,Dumfries,'22025,VA,US,,Shopify Payments,0.00,0.00,7191134470454,,web,0.00
#1618,paid,2026-03-07 21:48:21 -0500,USD,68.95,6.50,0.00,75.45,0.00,Economy,2026-03-07 21:48:19 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,Eagan,'55122,MN,US,,Shopify Payments,0.00,0.00,7191053762870,,web,0.00
#1618,,,,,,,,,,2026-03-07 21:48:19 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1618,,,,,,,,,,2026-03-07 21:48:19 -0500,1,14.99,19.99,AP_AF02,TRUE,TRUE,,,,,,,,,,,,0.00
#1618,,,,,,,,,,2026-03-07 21:48:19 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1618,,,,,,,,,,2026-03-07 21:48:19 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1617,paid,2026-03-06 22:44:37 -0500,USD,25.49,6.50,0.00,31.99,4.49,Economy,2026-03-06 22:44:34 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,Youngstown,'44512,OH,US,,Shopify Payments,0.00,0.00,7188964311350,,web,0.00
#1617,,,,,,,,,,2026-03-06 22:44:34 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1616,paid,2026-03-06 19:04:39 -0500,USD,37.38,6.50,0.00,43.88,6.59,Economy,2026-03-06 19:04:38 -0500,1,11.99,15.99,GP_W15,TRUE,TRUE,King George,'22485,VA,US,,Shopify Payments,0.00,0.00,7188660584758,,web,0.00
#1616,,,,,,,,,,2026-03-06 19:04:38 -0500,1,19.99,29.99,TO_6LSBF,TRUE,TRUE,,,,,,,,,,,,0.00
#1616,,,,,,,,,,2026-03-06 19:04:38 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1615,paid,2026-03-06 12:30:46 -0500,USD,88.35,0.00,0.00,88.35,15.59,Economy,2026-03-06 12:30:43 -0500,2,11.99,15.99,GP_MTC15,TRUE,TRUE,Cape girardeau,'63701,MO,US,,Shopify Payments,0.00,0.00,7187941163318,,web,0.00
#1615,,,,,,,,,,2026-03-06 12:30:43 -0500,1,14.99,19.99,AP_MW02,TRUE,TRUE,,,,,,,,,,,,0.00
#1615,,,,,,,,,,2026-03-06 12:30:43 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1615,,,,,,,,,,2026-03-06 12:30:43 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1615,,,,,,,,,,2026-03-06 12:30:43 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1614,paid,2026-03-06 06:37:53 -0500,USD,50.97,6.50,0.00,57.47,8.99,Economy,2026-03-06 06:37:51 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,Pinellas Park,'33781,FL,US,,Shopify Payments,0.00,0.00,7187376374070,,web,0.00
#1614,,,,,,,,,,2026-03-06 06:37:51 -0500,3,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1613,paid,2026-03-06 04:37:23 -0500,USD,48.42,6.50,0.00,54.92,8.54,Economy,2026-03-06 04:37:22 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,Honolulu,'96816,HI,US,,Shopify Payments,0.00,0.00,7187260277046,,web,0.00
#1613,,,,,,,,,,2026-03-06 04:37:22 -0500,1,14.99,19.99,AP_BP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1613,,,,,,,,,,2026-03-06 04:37:22 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1613,,,,,,,,,,2026-03-06 04:37:22 -0500,1,14.99,19.99,AP_FP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1612,paid,2026-03-06 00:27:15 -0500,USD,33.30,6.50,0.00,39.80,3.69,Economy,2026-03-06 00:27:12 -0500,1,36.99,46.99,AB_Set5,TRUE,TRUE,Marianna,32446-2412,FL,US,,Shopify Payments,0.00,0.00,7186992103734,,web,0.00
#1611,paid,2026-03-05 20:14:40 -0500,USD,69.70,6.50,0.00,76.20,2.25,Economy,2026-03-05 20:14:37 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,HOUSTON,'38851,MS,US,,Shopify Payments,0.00,0.00,7186660131126,,web,0.00
#1611,,,,,,,,,,2026-03-05 20:14:37 -0500,1,14.99,19.99,AP_MW02,TRUE,TRUE,,,,,,,,,,,,0.00
#1611,,,,,,,,,,2026-03-05 20:14:37 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1611,,,,,,,,,,2026-03-05 20:14:37 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1611,,,,,,,,,,2026-03-05 20:14:37 -0500,1,14.99,19.99,AP_AF02,TRUE,TRUE,,,,,,,,,,,,0.00
#1610,paid,2026-03-05 16:38:39 -0500,USD,33.99,6.50,0.00,40.49,5.99,Economy,2026-03-05 16:38:36 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,Cheyenne,'82009,WY,US,,Shopify Payments,0.00,0.00,7186299388214,,web,0.00
#1610,,,,,,,,,,2026-03-05 16:38:36 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1609,paid,2026-03-05 13:21:27 -0500,USD,25.49,6.50,0.00,31.99,4.49,Economy,2026-03-05 13:21:27 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,Aurora,'80016,CO,US,,Shopify Payments,0.00,0.00,7185921474870,,web,0.00
#1609,,,,,,,,,,2026-03-05 13:21:27 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1608,paid,2026-03-05 12:41:26 -0500,USD,35.68,6.50,0.00,42.18,6.29,Economy,2026-03-05 12:41:23 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,Chandler,'85225,AZ,US,,Shopify Payments,0.00,0.00,7185840472374,,web,0.00
#1608,,,,,,,,,,2026-03-05 12:41:23 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1608,,,,,,,,,,2026-03-05 12:41:23 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1607,paid,2026-03-05 10:49:18 -0500,USD,89.20,0.00,0.00,89.20,15.73,Economy,2026-03-05 10:49:15 -0500,1,104.93,159.92,CB_AP_FULL02,TRUE,TRUE,Gulf Shores,'36542,AL,US,,Shopify Payments,0.00,0.00,7185610342710,,web,0.00
#1606,paid,2026-03-05 10:25:52 -0500,USD,26.99,6.50,0.00,33.49,2.99,Economy,2026-03-05 10:25:49 -0500,2,14.99,19.99,AP_SN02,TRUE,TRUE,Chapin,'29036,SC,US,,Shopify Payments,0.00,0.00,7185559388470,,web,0.00
#1605,paid,2026-03-05 09:16:15 -0500,USD,21.25,6.50,0.00,27.75,3.74,Economy,2026-03-05 09:16:12 -0500,1,24.99,33.32,AP_FP04,TRUE,TRUE,Tulsa,'74134,OK,US,,Shopify Payments,0.00,0.00,7185424318774,,web,0.00
#1604,paid,2026-03-04 17:28:05 -0500,USD,76.71,0.00,0.00,76.71,3.25,Economy,2026-03-04 17:28:02 -0500,1,14.99,19.99,AP_BH02,TRUE,TRUE,Fort Dodge,'50501,IA,US,,Shopify Payments,0.00,0.00,7184127885622,,web,0.00
#1604,,,,,,,,,,2026-03-04 17:28:02 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1604,,,,,,,,,,2026-03-04 17:28:02 -0500,1,24.99,33.32,AP_BN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1604,,,,,,,,,,2026-03-04 17:28:02 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1603,paid,2026-03-04 13:06:22 -0500,USD,40.48,6.50,3.92,50.90,4.49,Economy,2026-03-04 13:06:19 -0500,1,14.99,19.99,AP_BP02,TRUE,TRUE,Aurora,'80016,CO,US,,Shopify Payments,0.00,0.00,7183704391990,,3890849,0.00
#1603,,,,,,,,,,2026-03-04 13:06:19 -0500,1,14.99,19.99,AP_MW02,TRUE,TRUE,,,,,,,,,,,,0.00
#1603,,,,,,,,,,2026-03-04 13:06:19 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1602,paid,2026-03-03 22:50:45 -0500,USD,108.21,0.00,0.00,108.21,3.75,Economy,2026-03-03 22:50:42 -0500,1,36.99,46.99,AB_Set5,TRUE,TRUE,Monroe,'71203,LA,US,,Shopify Payments,0.00,0.00,7182613676342,,web,0.00
#1602,,,,,,,,,,2026-03-03 22:50:42 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1602,,,,,,,,,,2026-03-03 22:50:42 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1602,,,,,,,,,,2026-03-03 22:50:42 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1601,paid,2026-03-03 22:26:43 -0500,USD,20.39,6.50,0.00,26.89,3.59,Economy,2026-03-03 22:26:43 -0500,2,11.99,15.99,GP_MTC15,TRUE,TRUE,new orleans,'70128,LA,US,,Shopify Payments,0.00,0.00,7182583824694,,web,0.00
#1600,paid,2026-03-03 20:46:59 -0500,USD,20.39,6.50,0.00,26.89,3.59,Economy,2026-03-03 20:46:59 -0500,1,23.98,15.99,GP_MTC15,TRUE,TRUE,Buford,'30519,GA,US,,Shopify Payments,0.00,0.00,7182451015990,Simple Bundles 2.0 - Bundle Order,web,0.00
#1599,paid,2026-03-03 00:09:26 -0500,USD,11.99,6.50,0.00,18.49,0.00,Economy,2026-03-03 00:09:24 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,Charlotte,'28278,NC,US,,Shopify Payments,0.00,0.00,7180552831286,,web,0.00
#1598,paid,2026-03-02 23:16:59 -0500,USD,20.39,6.50,0.00,26.89,3.59,Economy,2026-03-02 23:16:57 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,Fort Worth,'76131,TX,US,,Shopify Payments,0.00,0.00,7180474679606,,web,0.00
#1598,,,,,,,,,,2026-03-02 23:16:57 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1597,paid,2026-03-02 17:23:29 -0500,USD,24.99,6.50,0.00,31.49,0.00,Economy,2026-03-02 17:23:26 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,Mustang,'73064,OK,US,,Shopify Payments,0.00,0.00,7179979260214,,web,0.00
#1596,paid,2026-03-01 23:44:41 -0500,USD,35.97,6.50,0.00,42.47,0.00,Economy,2026-03-01 23:44:39 -0500,1,23.98,31.98,CB_GPB15_GPW15,TRUE,TRUE,Crowley,'76036,TX,US,,Shopify Payments,0.00,0.00,7178519445814,,web,0.00
#1596,,,,,,,,,,2026-03-01 23:44:39 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1595,paid,2026-03-01 22:06:31 -0500,USD,71.22,6.50,0.00,77.72,3.75,Economy,2026-03-01 22:06:29 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,Fort Worth,'76123,TX,US,,Shopify Payments,0.00,0.00,7178397286710,,web,0.00
#1595,,,,,,,,,,2026-03-01 22:06:29 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1595,,,,,,,,,,2026-03-01 22:06:29 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1594,paid,2026-03-01 21:11:08 -0500,USD,30.58,6.50,0.00,37.08,5.39,Economy,2026-03-01 21:11:05 -0500,1,23.98,31.98,CB_GPB15_GPW15,TRUE,TRUE,Lima,'45805,OH,US,,Shopify Payments,0.00,0.00,7178325819702,,web,0.00
#1594,,,,,,,,,,2026-03-01 21:11:05 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1593,paid,2026-03-01 12:41:16 -0500,USD,47.96,6.50,0.00,54.46,0.00,Economy,2026-03-01 12:41:13 -0500,2,11.99,15.99,GP_MTC15,TRUE,TRUE,Camdenton,'65020,MO,US,,Shopify Payments,0.00,0.00,7177508389174,,web,0.00
#1593,,,,,,,,,,2026-03-01 12:41:13 -0500,2,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1592,paid,2026-03-01 09:42:52 -0500,USD,23.98,6.50,0.00,30.48,0.00,Economy,2026-03-01 09:42:50 -0500,2,11.99,15.99,GP_B15,TRUE,TRUE,Gainesville,'20155,VA,US,,Shopify Payments,0.00,0.00,7177171468598,,web,0.00
#1591,paid,2026-02-28 21:43:12 -0500,USD,89.20,0.00,0.00,89.20,15.73,Economy,2026-02-28 21:43:10 -0500,1,104.93,159.92,CB_AP_FULL02,TRUE,TRUE,Hugo,'55038,MN,US,,Shopify Payments,0.00,0.00,7175936704822,,web,0.00
#1590,paid,2026-02-28 21:34:57 -0500,USD,82.13,0.00,0.00,82.13,1.80,Economy,2026-02-28 21:34:54 -0500,2,11.99,15.99,GP_W15,TRUE,TRUE,Sanford,'32771,FL,US,,Shopify Payments,0.00,0.00,7175926677814,,web,0.00
#1590,,,,,,,,,,2026-02-28 21:34:54 -0500,2,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1590,,,,,,,,,,2026-02-28 21:34:54 -0500,3,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1589,paid,2026-02-28 08:30:04 -0500,USD,23.98,6.50,0.00,30.48,0.00,Economy,2026-02-28 08:30:03 -0500,2,11.99,15.99,GP_MTC15,TRUE,TRUE,Vancouver,'98665,WA,US,,Shopify Payments,0.00,0.00,7174476333366,,web,0.00
#1588,paid,2026-02-27 18:55:58 -0500,USD,44.97,6.50,0.00,51.47,0.00,Economy,2026-02-27 18:55:55 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,Peoria,'61614,IL,US,,Shopify Payments,0.00,0.00,7173443551542,,web,0.00
#1588,,,,,,,,,,2026-02-27 18:55:55 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1588,,,,,,,,,,2026-02-27 18:55:55 -0500,1,14.99,19.99,AP_MW02,TRUE,TRUE,,,,,,,,,,,,0.00
#1587,paid,2026-02-26 23:59:41 -0500,USD,54.97,6.50,0.00,61.47,0.00,Economy,2026-02-26 23:59:38 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,Portland,'97220,OR,US,,Shopify Payments,0.00,0.00,7171710976310,,web,0.00
#1587,,,,,,,,,,2026-02-26 23:59:38 -0500,1,14.99,19.99,AP_AF02,TRUE,TRUE,,,,,,,,,,,,0.00
#1587,,,,,,,,,,2026-02-26 23:59:38 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1586,paid,2026-02-26 23:21:11 -0500,USD,54.55,6.50,0.00,61.05,5.40,Economy,2026-02-26 23:21:08 -0500,5,11.99,15.99,GP_W15,TRUE,TRUE,Florida,'33069,FL,US,,Shopify Payments,0.00,0.00,7171660218678,,web,0.00
#1585,paid,2026-02-26 21:22:23 -0500,USD,49.98,6.50,0.00,56.48,0.00,Economy,2026-02-26 21:22:20 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,Pittsburgh,'15222,PA,US,,Shopify Payments,0.00,0.00,7171491103030,,web,0.00
#1585,,,,,,,,,,2026-02-26 21:22:20 -0500,1,24.99,33.32,AP_BP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1584,paid,2026-02-25 22:30:25 -0500,USD,42.72,6.50,0.00,49.22,2.25,Economy,2026-02-25 22:30:25 -0500,1,14.99,19.99,AP_AF02,TRUE,TRUE,prattville,'36066,AL,US,,Shopify Payments,0.00,0.00,7169313440054,,web,0.00
#1584,,,,,,,,,,2026-02-25 22:30:25 -0500,1,14.99,19.99,AP_MW02,TRUE,TRUE,,,,,,,,,,,,0.00
#1584,,,,,,,,,,2026-02-25 22:30:25 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1583,paid,2026-02-25 20:12:11 -0500,USD,44.97,6.50,0.00,51.47,0.00,Economy,2026-02-25 20:12:09 -0500,1,14.99,19.99,AP_BP02,TRUE,TRUE,Lafayette,'37083,TN,US,,Shopify Payments,0.00,0.00,7169126760758,,web,0.00
#1583,,,,,,,,,,2026-02-25 20:12:09 -0500,1,14.99,19.99,AP_MW02,TRUE,TRUE,,,,,,,,,,,,0.00
#1583,,,,,,,,,,2026-02-25 20:12:09 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1582,paid,2026-02-25 12:57:24 -0500,USD,98.95,0.00,0.00,98.95,10.99,Economy,2026-02-25 12:57:20 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,Kingsport,'37664,TN,US,,Shopify Payments,0.00,0.00,7168450855222,,web,0.00
#1582,,,,,,,,,,2026-02-25 12:57:20 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1582,,,,,,,,,,2026-02-25 12:57:20 -0500,2,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1582,,,,,,,,,,2026-02-25 12:57:20 -0500,2,14.99,19.99,AP_MW02,TRUE,TRUE,,,,,,,,,,,,0.00
#1581,paid,2026-02-23 22:01:02 -0500,USD,91.77,0.00,0.00,91.77,10.19,Economy,2026-02-23 22:00:59 -0500,1,36.99,46.99,AB_Set5,TRUE,TRUE,Lynchburg,'24502,VA,US,,Shopify Payments,0.00,0.00,7165249552694,,web,0.00
#1581,,,,,,,,,,2026-02-23 22:00:59 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1581,,,,,,,,,,2026-02-23 22:00:59 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1581,,,,,,,,,,2026-02-23 22:00:59 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1580,paid,2026-02-23 21:49:48 -0500,USD,24.99,6.50,0.00,31.49,0.00,Economy,2026-02-23 21:49:46 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,Beaumont,'92223,CA,US,,Shopify Payments,0.00,0.00,7165232283958,,web,0.00
#1579,paid,2026-02-23 12:46:48 -0500,USD,42.72,6.50,0.00,49.22,2.25,Economy,2026-02-23 12:46:45 -0500,3,14.99,19.99,AP_EP02,TRUE,TRUE,Harrisonburg,'22801,VA,US,,Shopify Payments,0.00,0.00,7164504998198,,web,0.00
#1578,partially_refunded,2026-02-23 12:21:41 -0500,USD,119.70,0.00,11.07,130.77,13.30,Economy,2026-02-23 12:21:39 -0500,1,37.00,44.00,AB_14,TRUE,TRUE,Herrin,'62948,IL,US,,Shopify Payments,36.38,0.00,7164465086774,,3890849,0.00
#1578,,,,,,,,,,2026-02-23 12:21:39 -0500,3,32.00,39.00,AB_12,TRUE,TRUE,,,,,,,,,,,,0.00
#1577,paid,2026-02-23 11:09:12 -0500,USD,108.20,0.00,0.00,108.20,3.75,Economy,2026-02-23 11:09:09 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,Grand Prairie,75052-8529,TX,US,,Shopify Payments,0.00,0.00,7164351349046,,web,0.00
#1577,,,,,,,,,,2026-02-23 11:09:09 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1577,,,,,,,,,,2026-02-23 11:09:09 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1577,,,,,,,,,,2026-02-23 11:09:09 -0500,2,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1576,paid,2026-02-22 21:22:41 -0500,USD,101.63,0.00,0.00,101.63,11.29,Economy,2026-02-22 21:22:38 -0500,1,104.93,159.92,CB_AP_FULL02,TRUE,TRUE,Scotia,'12302,NY,US,,Shopify Payments,0.00,0.00,7163350909238,,web,0.00
#1576,,,,,,,,,,2026-02-22 21:22:38 -0500,1,7.99,9.99,TO_SDDB,TRUE,TRUE,,,,,,,,,,,,0.00
#1575,paid,2026-02-22 18:45:40 -0500,USD,14.99,6.50,0.00,21.49,0.00,Economy,2026-02-22 18:45:40 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,Baton Rouge,'70815,LA,US,,Shopify Payments,0.00,0.00,7163142930742,,web,0.00
#1574,paid,2026-02-22 12:44:41 -0500,USD,79.72,0.00,0.00,79.72,2.25,Economy,2026-02-22 12:44:38 -0500,1,37.00,44.00,AB_14,TRUE,TRUE,Auburn,'36830,AL,US,,Shopify Payments,0.00,0.00,7162592887094,,web,0.00
#1574,,,,,,,,,,2026-02-22 12:44:38 -0500,1,14.99,19.99,AP_AF02,TRUE,TRUE,,,,,,,,,,,,0.00
#1574,,,,,,,,,,2026-02-22 12:44:38 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1574,,,,,,,,,,2026-02-22 12:44:38 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1573,paid,2026-02-21 01:51:14 -0500,USD,24.99,6.50,0.00,31.49,0.00,Economy,2026-02-21 01:51:11 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,Portales,'88130,NM,US,,Shopify Payments,0.00,0.00,7159841095990,,web,0.00
#1572,paid,2026-02-21 00:10:06 -0500,USD,77.30,0.00,0.00,77.30,7.65,Economy,2026-02-21 00:10:03 -0500,2,14.99,19.99,AP_AF02,TRUE,TRUE,Corsicana,'75110,TX,US,,Shopify Payments,0.00,0.00,7159719264566,,web,0.00
#1572,,,,,,,,,,2026-02-21 00:10:03 -0500,2,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1572,,,,,,,,,,2026-02-21 00:10:03 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1571,paid,2026-02-20 10:00:37 -0500,USD,80.13,0.00,0.00,80.13,1.80,Economy,2026-02-20 10:00:36 -0500,1,11.99,15.99,GPTC15,TRUE,TRUE,Bayonne,'07002,NJ,US,,Shopify Payments,0.00,0.00,7158444130614,,web,0.00
#1571,,,,,,,,,,2026-02-20 10:00:36 -0500,1,9.99,13.32,GP_615,TRUE,TRUE,,,,,,,,,,,,0.00
#1571,,,,,,,,,,2026-02-20 10:00:36 -0500,2,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1571,,,,,,,,,,2026-02-20 10:00:36 -0500,3,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1570,paid,2026-02-20 09:14:42 -0500,USD,24.99,6.50,0.00,31.49,0.00,Economy,2026-02-20 09:14:41 -0500,1,24.99,33.32,AP_FP04,TRUE,TRUE,Harker Heights,'76548,TX,US,,Shopify Payments,0.00,0.00,7158376104246,,web,0.00
