Name,Financial Status,Paid at,Currency,Subtotal,Shipping,Taxes,Total,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Cancelled at,Payment Method,Refunded Amount,Outstanding Balance,Id,Tags,Source,Lineitem discount
#1569,paid,2026-02-19 22:20:23 -0500,USD,104.93,0.00,0.00,104.93,0.00,Economy,2026-02-19 22:20:23 -0500,1,104.93,159.92,CB_AP_FULL02,TRUE,TRUE,Everett,'02149,MA,US,,Shopify Payments,0.00,0.00,7157671428406,,web,0.00
#1568,paid,2026-02-19 21:21:11 -0500,USD,24.99,6.50,0.00,31.49,0.00,Economy,2026-02-19 21:21:08 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,Ypsilanti,'48197,MI,US,,Shopify Payments,0.00,0.00,7157596258614,,web,0.00
#1567,paid,2026-02-19 14:26:27 -0500,USD,79.21,0.00,0.00,79.21,3.75,Economy,2026-02-19 14:26:24 -0500,1,7.99,9.99,TO_SDDB,TRUE,TRUE,Borger,'79007,TX,US,,Shopify Payments,0.00,0.00,7157033009462,,web,0.00
#1567,,,,,,,,,,2026-02-19 14:26:24 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1567,,,,,,,,,,2026-02-19 14:26:24 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1567,,,,,,,,,,2026-02-19 14:26:24 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1566,paid,2026-02-18 23:17:51 -0500,USD,77.21,0.00,0.00,77.21,2.75,Economy,2026-02-18 23:17:49 -0500,1,14.99,19.99,AP_AF02,TRUE,TRUE,West Columbia,'29169,SC,US,,Shopify Payments,0.00,0.00,7155869122870,,web,0.00
#1566,,,,,,,,,,2026-02-18 23:17:49 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1566,,,,,,,,,,2026-02-18 23:17:49 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1566,,,,,,,,,,2026-02-18 23:17:49 -0500,1,14.99,19.99,AP_BP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1565,paid,2026-02-18 07:16:15 -0500,USD,78.27,0.00,0.00,78.27,8.69,Economy,2026-02-18 07:16:13 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,Kennesaw,'30144,GA,US,,Shopify Payments,0.00,0.00,7154264572214,,web,0.00
#1565,,,,,,,,,,2026-02-18 07:16:13 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1565,,,,,,,,,,2026-02-18 07:16:13 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1565,,,,,,,,,,2026-02-18 07:16:13 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1564,paid,2026-02-18 00:35:10 -0500,USD,23.98,6.50,0.00,30.48,0.00,Economy,2026-02-18 00:35:07 -0500,1,11.99,15.99,GP_W15,TRUE,TRUE,Tracy,'95376,CA,US,,Shopify Payments,0.00,0.00,7153562452278,,web,0.00
#1564,,,,,,,,,,2026-02-18 00:35:07 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1563,paid,2026-02-17 19:00:34 -0500,USD,20.39,6.50,0.00,26.89,3.59,Economy,2026-02-17 19:00:30 -0500,2,11.99,15.99,GP_MTC15,TRUE,TRUE,Evansville,'47711,IN,US,,Shopify Payments,0.00,0.00,7152596287798,,web,0.00
#1562,paid,2026-02-17 18:00:09 -0500,USD,47.96,6.50,0.00,54.46,0.00,Economy,2026-02-17 18:00:08 -0500,2,11.99,15.99,GP_B15,TRUE,TRUE,Gilbert,'85296,AZ,US,,Shopify Payments,0.00,0.00,7152461840694,,web,0.00
#1562,,,,,,,,,,2026-02-17 18:00:08 -0500,2,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1561,paid,2026-02-17 13:30:48 -0500,USD,35.97,6.50,0.00,42.47,0.00,Economy,2026-02-17 13:30:46 -0500,1,11.99,15.99,GP_W15,TRUE,TRUE,Garden Grove,'92844,CA,US,,Shopify Payments,0.00,0.00,7151451898166,,web,0.00
#1561,,,,,,,,,,2026-02-17 13:30:46 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1561,,,,,,,,,,2026-02-17 13:30:46 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1560,paid,2026-02-16 22:44:03 -0500,USD,32.38,6.50,0.00,38.88,3.59,Economy,2026-02-16 22:44:02 -0500,1,11.99,15.99,GPTC15,TRUE,TRUE,Grand Prairie,'75051,TX,US,,Shopify Payments,0.00,0.00,7149659685174,,web,0.00
#1560,,,,,,,,,,2026-02-16 22:44:02 -0500,1,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1560,,,,,,,,,,2026-02-16 22:44:02 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1559,paid,2026-02-15 23:02:54 -0500,USD,104.38,0.00,8.61,112.99,11.59,Economy,2026-02-15 23:02:53 -0500,1,49.00,57.00,AB_18,TRUE,TRUE,Bedford,'76022,TX,US,,Shopify Payments,0.00,0.00,7147919212854,,3890849,0.00
#1559,,,,,,,,,,2026-02-15 23:02:53 -0500,1,19.99,29.99,TO_6LSBF,TRUE,TRUE,,,,,,,,,,,,0.00
#1559,,,,,,,,,,2026-02-15 23:02:53 -0500,1,36.99,46.99,AB_Set5,TRUE,TRUE,,,,,,,,,,,,0.00
#1559,,,,,,,,,,2026-02-15 23:02:53 -0500,1,9.99,13.32,GP_615,TRUE,TRUE,,,,,,,,,,,,0.00
#1558,paid,2026-02-15 21:47:39 -0500,USD,80.33,0.00,0.00,80.33,3.60,Economy,2026-02-15 21:47:36 -0500,1,11.99,15.99,GP_W15,TRUE,TRUE,Eatontown,'07724,NJ,US,,Shopify Payments,0.00,0.00,7147831755062,,web,0.00
#1558,,,,,,,,,,2026-02-15 21:47:36 -0500,3,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1558,,,,,,,,,,2026-02-15 21:47:36 -0500,3,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1557,paid,2026-02-14 21:19:13 -0500,USD,147.92,0.00,0.00,147.92,0.00,Economy,2026-02-14 21:19:12 -0500,1,9.99,13.32,GP_615,TRUE,TRUE,Gallatin,'37066,TN,US,,Shopify Payments,0.00,0.00,7146064478518,,web,0.00
#1557,,,,,,,,,,2026-02-14 21:19:12 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1557,,,,,,,,,,2026-02-14 21:19:12 -0500,1,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1557,,,,,,,,,,2026-02-14 21:19:12 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1557,,,,,,,,,,2026-02-14 21:19:12 -0500,1,14.99,19.99,AP_BP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1557,,,,,,,,,,2026-02-14 21:19:12 -0500,1,32.00,39.00,AB_12,TRUE,TRUE,,,,,,,,,,,,0.00
#1557,,,,,,,,,,2026-02-14 21:19:12 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1557,,,,,,,,,,2026-02-14 21:19:12 -0500,1,14.99,19.99,AP_MW02,TRUE,TRUE,,,,,,,,,,,,0.00
#1557,,,,,,,,,,2026-02-14 21:19:12 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1556,paid,2026-02-13 00:25:27 -0500,USD,35.97,6.50,0.00,42.47,0.00,Economy,2026-02-13 00:25:27 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,Cedar Park,'78613,TX,US,,Shopify Payments,0.00,0.00,7142285050166,,web,0.00
#1556,,,,,,,,,,2026-02-13 00:25:27 -0500,1,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1556,,,,,,,,,,2026-02-13 00:25:27 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1555,paid,2026-02-12 23:40:40 -0500,USD,23.98,6.50,0.00,30.48,0.00,Economy,2026-02-12 23:40:38 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,Minden,'71055,LA,US,,Shopify Payments,0.00,0.00,7142228558134,,web,0.00
#1555,,,,,,,,,,2026-02-12 23:40:38 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1554,paid,2026-02-12 17:42:07 -0500,USD,39.98,6.50,0.00,46.48,0.00,Economy,2026-02-12 17:42:06 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,GRENTNA,'68028,NE,US,,Shopify Payments,0.00,0.00,7141747851574,,web,0.00
#1554,,,,,,,,,,2026-02-12 17:42:06 -0500,1,14.99,19.99,TO_6LSBF,TRUE,TRUE,,,,,,,,,,,,0.00
#1553,paid,2026-02-12 14:08:36 -0500,USD,89.94,0.00,0.00,89.94,0.00,Economy,2026-02-12 14:08:36 -0500,2,14.99,19.99,AP_BN02,TRUE,TRUE,Ashland,'54806,WI,US,,Shopify Payments,0.00,0.00,7141433114934,,web,0.00
#1553,,,,,,,,,,2026-02-12 14:08:36 -0500,2,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1553,,,,,,,,,,2026-02-12 14:08:36 -0500,1,14.99,19.99,AP_BP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1553,,,,,,,,,,2026-02-12 14:08:36 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1552,paid,2026-02-12 01:47:48 -0500,USD,108.20,0.00,0.00,108.20,3.75,Economy,2026-02-12 01:47:46 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,Austin,'78744,TX,US,,Shopify Payments,0.00,0.00,7140469408054,,web,0.00
#1552,,,,,,,,,,2026-02-12 01:47:46 -0500,2,24.99,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1552,,,,,,,,,,2026-02-12 01:47:46 -0500,1,24.99,33.32,AP_BP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1552,,,,,,,,,,2026-02-12 01:47:46 -0500,1,24.99,33.32,AP_FP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1551,paid,2026-02-11 22:33:31 -0500,USD,23.98,6.50,0.00,30.48,0.00,Economy,2026-02-11 22:33:29 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,Minneapolis,'55411,MN,US,,Shopify Payments,0.00,0.00,7140231971126,,web,0.00
#1551,,,,,,,,,,2026-02-11 22:33:29 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1550,paid,2026-02-11 01:41:33 -0500,USD,90.91,0.00,0.00,90.91,16.04,Economy,2026-02-11 01:41:32 -0500,1,14.99,19.99,NT_CNC500,TRUE,TRUE,Honolulu,'96814,HI,US,,Shopify Payments,0.00,0.00,7138606547254,,web,0.00
#1550,,,,,,,,,,2026-02-11 01:41:32 -0500,1,14.99,19.99,NT_TS495,TRUE,TRUE,,,,,,,,,,,,0.00
#1550,,,,,,,,,,2026-02-11 01:41:32 -0500,1,14.99,19.99,NT_ESNT500,TRUE,TRUE,,,,,,,,,,,,0.00
#1550,,,,,,,,,,2026-02-11 01:41:32 -0500,1,36.99,46.99,AB_Set5,TRUE,TRUE,,,,,,,,,,,,0.00
#1550,,,,,,,,,,2026-02-11 01:41:32 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1549,paid,2026-02-10 14:14:05 -0500,USD,23.98,6.50,0.00,30.48,0.00,Economy,2026-02-10 14:14:02 -0500,1,11.99,15.99,GP_W15,TRUE,TRUE,Lake Villa,'60046,IL,US,,Shopify Payments,0.00,0.00,7137639301430,,web,0.00
#1549,,,,,,,,,,2026-02-10 14:14:02 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1548,paid,2026-02-10 10:09:44 -0500,USD,147.84,0.00,0.00,147.84,26.08,Economy,2026-02-10 10:09:41 -0500,1,49.00,57.00,AB_18,TRUE,TRUE,Kenner,'70062,LA,US,,Shopify Payments,0.00,0.00,7137233699126,,web,0.00
#1548,,,,,,,,,,2026-02-10 10:09:41 -0500,1,14.99,19.99,TO_6LSBF,TRUE,TRUE,,,,,,,,,,,,0.00
#1548,,,,,,,,,,2026-02-10 10:09:41 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1548,,,,,,,,,,2026-02-10 10:09:41 -0500,1,11.99,15.99,GPTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1548,,,,,,,,,,2026-02-10 10:09:41 -0500,1,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1548,,,,,,,,,,2026-02-10 10:09:41 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1548,,,,,,,,,,2026-02-10 10:09:41 -0500,1,9.99,13.32,GP_615,TRUE,TRUE,,,,,,,,,,,,0.00
#1548,,,,,,,,,,2026-02-10 10:09:41 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1548,,,,,,,,,,2026-02-10 10:09:41 -0500,1,36.99,46.99,AB_Set5,TRUE,TRUE,,,,,,,,,,,,0.00
#1547,paid,2026-02-10 08:14:52 -0500,USD,50.39,6.50,0.00,56.89,5.59,Economy,2026-02-10 08:14:52 -0500,1,32.00,39.00,AB_12,TRUE,TRUE,Manchester,'06040,CT,US,,Shopify Payments,0.00,0.00,7137082507574,,web,0.00
#1547,,,,,,,,,,2026-02-10 08:14:52 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1547,,,,,,,,,,2026-02-10 08:14:52 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1546,paid,2026-02-09 01:57:07 -0500,USD,39.98,6.50,0.00,46.48,0.00,Economy,2026-02-09 01:57:05 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,Honolulu,'96813,HI,US,,Shopify Payments,0.00,0.00,7134883414326,,web,0.00
#1546,,,,,,,,,,2026-02-09 01:57:05 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1545,paid,2026-02-08 23:31:00 -0500,USD,107.90,0.00,0.00,107.90,19.04,Economy,2026-02-08 23:30:58 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,West Columbia,'29169,SC,US,,Shopify Payments,0.00,0.00,7134708826422,,web,0.00
#1545,,,,,,,,,,2026-02-08 23:30:58 -0500,1,7.99,9.99,TO_MSBZF100,TRUE,TRUE,,,,,,,,,,,,0.00
#1545,,,,,,,,,,2026-02-08 23:30:58 -0500,1,14.99,19.99,NT_CNC500,TRUE,TRUE,,,,,,,,,,,,0.00
#1545,,,,,,,,,,2026-02-08 23:30:58 -0500,1,14.99,19.99,NT_TS495,TRUE,TRUE,,,,,,,,,,,,0.00
#1545,,,,,,,,,,2026-02-08 23:30:58 -0500,1,14.99,19.99,NT_ESNT500,TRUE,TRUE,,,,,,,,,,,,0.00
#1545,,,,,,,,,,2026-02-08 23:30:58 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1545,,,,,,,,,,2026-02-08 23:30:58 -0500,1,37.00,44.00,AB_14,TRUE,TRUE,,,,,,,,,,,,0.00
#1544,paid,2026-02-08 22:50:31 -0500,USD,117.24,0.00,0.00,117.24,20.68,Economy,2026-02-08 22:50:28 -0500,1,7.99,9.99,TO_MSBZF100,TRUE,TRUE,Memphis,'38125,TN,US,,Shopify Payments,0.00,0.00,7134659510582,,web,0.00
#1544,,,,,,,,,,2026-02-08 22:50:28 -0500,1,9.99,11.99,TO_MSBM,TRUE,TRUE,,,,,,,,,,,,0.00
#1544,,,,,,,,,,2026-02-08 22:50:28 -0500,1,14.99,19.99,AP_MW02,TRUE,TRUE,,,,,,,,,,,,0.00
#1544,,,,,,,,,,2026-02-08 22:50:28 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1544,,,,,,,,,,2026-02-08 22:50:28 -0500,1,24.99,33.32,AP_AF04,TRUE,TRUE,,,,,,,,,,,,0.00
#1544,,,,,,,,,,2026-02-08 22:50:28 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1544,,,,,,,,,,2026-02-08 22:50:28 -0500,2,14.99,19.99,TO_6LSBF,TRUE,TRUE,,,,,,,,,,,,0.00
#1543,paid,2026-02-08 22:17:42 -0500,USD,89.20,0.00,0.00,89.20,15.73,Economy,2026-02-08 22:17:39 -0500,1,104.93,159.92,CB_AP_FULL02,TRUE,TRUE,Pleasant View,'37146,TN,US,,Shopify Payments,0.00,0.00,7134616420662,,web,15.73
#1542,paid,2026-02-08 22:03:53 -0500,USD,118.12,0.00,0.00,118.12,20.84,Economy,2026-02-08 22:03:52 -0500,1,49.00,57.00,AB_18,TRUE,TRUE,Wetherington,'45069,OH,US,,Shopify Payments,0.00,0.00,7134601445686,,web,0.00
#1542,,,,,,,,,,2026-02-08 22:03:52 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1542,,,,,,,,,,2026-02-08 22:03:52 -0500,3,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1541,paid,2026-02-08 19:13:55 -0500,USD,75.54,0.00,0.00,75.54,8.39,Economy,2026-02-08 19:13:54 -0500,2,11.99,15.99,GP_MTC15,TRUE,TRUE,Plant City,'33565,FL,US,,Shopify Payments,0.00,0.00,7134403100982,,web,0.00
#1541,,,,,,,,,,2026-02-08 19:13:54 -0500,3,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1541,,,,,,,,,,2026-02-08 19:13:54 -0500,2,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1540,paid,2026-02-08 12:25:03 -0500,USD,11.99,6.50,0.00,18.49,0.00,Economy,2026-02-08 12:25:00 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,Brandon,'39047,MS,US,,Shopify Payments,0.00,0.00,7133780181302,,web,0.00
#1539,paid,2026-02-08 11:33:50 -0500,USD,29.98,6.50,0.00,36.48,0.00,Economy,2026-02-08 11:33:47 -0500,1,14.99,19.99,AP_BP02,TRUE,TRUE,Bound Brook,'08805,NJ,US,,Shopify Payments,0.00,0.00,7133693411638,,web,0.00
#1539,,,,,,,,,,2026-02-08 11:33:47 -0500,1,14.99,19.99,AP_MW02,TRUE,TRUE,,,,,,,,,,,,0.00
#1538,paid,2026-02-08 10:15:29 -0500,USD,11.99,6.50,0.72,19.21,0.00,Economy,2026-02-08 10:15:27 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,Rock Springs,'82901,WY,US,,Shopify Payments,0.00,0.00,7133563519286,,3890849,0.00
#1537,paid,2026-02-08 08:25:36 -0500,USD,106.18,0.00,0.00,106.18,18.73,Economy,2026-02-08 08:25:33 -0500,2,7.99,9.99,TO_MSBZF100,TRUE,TRUE,Plainfield,'46168,IN,US,,Shopify Payments,0.00,0.00,7133417013558,,web,0.00
#1537,,,,,,,,,,2026-02-08 08:25:33 -0500,2,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1537,,,,,,,,,,2026-02-08 08:25:33 -0500,2,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1537,,,,,,,,,,2026-02-08 08:25:33 -0500,2,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1537,,,,,,,,,,2026-02-08 08:25:33 -0500,1,36.99,46.99,AB_Set5,TRUE,TRUE,,,,,,,,,,,,0.00
#1536,paid,2026-02-08 07:38:01 -0500,USD,84.15,0.00,0.00,84.15,14.78,Economy,2026-02-08 07:38:00 -0500,1,14.99,19.99,NT_ESNT500,TRUE,TRUE,Pinellas Park,'33782,FL,US,,Shopify Payments,0.00,0.00,7133366649142,,web,2.24
#1536,,,,,,,,,,2026-02-08 07:38:00 -0500,2,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,3.58
#1536,,,,,,,,,,2026-02-08 07:38:00 -0500,1,14.99,19.99,NT_TS495,TRUE,TRUE,,,,,,,,,,,,2.24
#1536,,,,,,,,,,2026-02-08 07:38:00 -0500,2,14.99,19.99,TO_6LSBF,TRUE,TRUE,,,,,,,,,,,,4.48
#1536,,,,,,,,,,2026-02-08 07:38:00 -0500,1,14.99,19.99,NT_CNC500,TRUE,TRUE,,,,,,,,,,,,2.24
#1535,paid,2026-02-08 04:08:14 -0500,USD,72.85,6.50,0.00,79.35,8.09,Economy,2026-02-08 04:08:11 -0500,1,14.99,19.99,AP_AF02,TRUE,TRUE,Columbus,'43235,OH,US,,Shopify Payments,0.00,0.00,7133159522614,,web,0.00
#1535,,,,,,,,,,2026-02-08 04:08:11 -0500,1,14.99,19.99,AP_EP02,TRUE,TRUE,,,,,,,,,,,,0.00
#1535,,,,,,,,,,2026-02-08 04:08:11 -0500,1,14.99,19.99,AP_SN02,TRUE,TRUE,,,,,,,,,,,,0.00
#1535,,,,,,,,,,2026-02-08 04:08:11 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1535,,,,,,,,,,2026-02-08 04:08:11 -0500,1,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1535,,,,,,,,,,2026-02-08 04:08:11 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1534,paid,2026-02-08 01:14:53 -0500,USD,58.47,6.50,0.00,64.97,6.49,Economy,2026-02-08 01:14:50 -0500,1,7.99,9.99,TO_MSBZF100,TRUE,TRUE,Warner Robins,'31088,GA,US,,Shopify Payments,0.00,0.00,7132984508726,,web,0.00
#1534,,,,,,,,,,2026-02-08 01:14:50 -0500,1,9.99,11.99,TO_MSBM,TRUE,TRUE,,,,,,,,,,,,0.00
#1534,,,,,,,,,,2026-02-08 01:14:50 -0500,1,9.99,13.32,GP_615,TRUE,TRUE,,,,,,,,,,,,0.00
#1534,,,,,,,,,,2026-02-08 01:14:50 -0500,1,36.99,46.99,AB_Set5,TRUE,TRUE,,,,,,,,,,,,0.00
#1533,paid,2026-02-08 00:00:19 -0500,USD,165.64,0.00,0.00,165.64,29.23,Economy,2026-02-08 00:00:16 -0500,8,11.99,15.99,GPTC15,TRUE,TRUE,Grand forks,'58201,ND,US,,Shopify Payments,0.00,0.00,7132896985398,,web,0.00
#1533,,,,,,,,,,2026-02-08 00:00:16 -0500,2,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1533,,,,,,,,,,2026-02-08 00:00:16 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1533,,,,,,,,,,2026-02-08 00:00:16 -0500,2,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1532,paid,2026-02-07 17:19:27 -0500,USD,36.99,6.50,0.00,43.49,0.00,Economy,2026-02-07 17:19:27 -0500,1,36.99,46.99,AB_Set5,TRUE,TRUE,Orlando,'32818,FL,US,,Shopify Payments,0.00,0.00,7132448129334,,web,0.00
#1531,paid,2026-02-07 02:31:22 -0500,USD,45.96,6.50,0.00,52.46,0.00,Economy,2026-02-07 02:31:19 -0500,1,11.99,15.99,GP_B15,TRUE,TRUE,San Diego,'92126,CA,US,,Shopify Payments,0.00,0.00,7131152154934,,web,0.00
#1531,,,,,,,,,,2026-02-07 02:31:19 -0500,1,9.99,13.32,GP_615,TRUE,TRUE,,,,,,,,,,,,0.00
#1531,,,,,,,,,,2026-02-07 02:31:19 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1531,,,,,,,,,,2026-02-07 02:31:19 -0500,1,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1530,paid,2026-02-07 00:44:43 -0500,USD,93.45,0.00,0.00,93.45,16.48,Economy,2026-02-07 00:44:40 -0500,1,24.99,33.32,AP_FP04,TRUE,TRUE,Hobart,'46342,IN,US,,Shopify Payments,0.00,0.00,7131034386742,,web,0.00
#1530,,,,,,,,,,2026-02-07 00:44:40 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1530,,,,,,,,,,2026-02-07 00:44:40 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,,,,,,,,,,,,0.00
#1530,,,,,,,,,,2026-02-07 00:44:40 -0500,2,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,0.00
#1530,,,,,,,,,,2026-02-07 00:44:40 -0500,2,11.99,15.99,GP_B15,TRUE,TRUE,,,,,,,,,,,,0.00
#1529,paid,2026-02-05 23:59:21 -0500,USD,35.97,6.50,0.00,42.47,0.00,Economy,2026-02-05 23:59:21 -0500,1,11.99,15.99,GPTC15,TRUE,TRUE,Dorr,'49323,MI,US,,Shopify Payments,0.00,0.00,7128971575606,,web,0.00
#1529,,,,,,,,,,2026-02-05 23:59:21 -0500,1,23.98,31.98,CB_GPB15_GPW15,TRUE,TRUE,,,,,,,,,,,,0.00
#1528,paid,2026-02-05 14:30:59 -0500,USD,81.60,0.00,0.00,81.60,14.32,Economy,2026-02-05 14:30:56 -0500,5,11.99,15.99,GP_B15,TRUE,TRUE,Weirton,'26062,WV,US,,Shopify Payments,0.00,0.00,7128035197238,,web,8.95
#1528,,,,,,,,,,2026-02-05 14:30:56 -0500,3,11.99,15.99,GP_W15,TRUE,TRUE,,,,,,,,,,,,5.37
#1527,paid,2026-02-05 12:56:40 -0500,USD,118.95,0.00,0.00,118.95,20.99,Economy,2026-02-05 12:56:40 -0500,1,14.99,19.99,NT_TS495,TRUE,TRUE,Houston,'77072,TX,US,,Shopify Payments,0.00,0.00,7127880859958,,web,0.00
#1527,,,,,,,,,,2026-02-05 12:56:40 -0500,1,7.99,9.99,TO_MSBZF100,TRUE,TRUE,,,,,,,,,,,,0.00
#1527,,,,,,,,,,2026-02-05 12:56:40 -0500,1,42.00,49.00,AB_16,TRUE,TRUE,,,,,,,,,,,,0.00
#1527,,,,,,,,,,2026-02-05 12:56:40 -0500,1,9.99,13.32,GP_615,TRUE,TRUE,,,,,,,,,,,,0.00
#1527,,,,,,,,,,2026-02-05 12:56:40 -0500,1,24.99,33.32,AP_EP04,TRUE,TRUE,,,,,,,,,,,,0.00
#1527,,,,,,,,,,2026-02-05 12:56:40 -0500,1,14.99,19.99,AP_AF02,TRUE,TRUE,,,,,,,,,,,,0.00
#1527,,,,,,,,,,2026-02-05 12:56:40 -0500,1,24.99,33.32,AP_SN04,TRUE,TRUE,,,,,,,,,,,,0.00
#1526,paid,2026-02-03 21:54:43 -0500,USD,11.99,6.50,0.00,18.49,0.00,Economy,2026-02-03 21:54:40 -0500,1,11.99,15.99,GP_MTC15,TRUE,TRUE,Sugar Land,'77498,TX,US,,Shopify Payments,0.00,0.00,7124925481270,,web,0.00
